"Site","Solute","TN_Cor","Ratio_Cor","Value","Var","SD"
"MO-5","NO23_TN",NA,1,0.518566842390928,0.000367719144549681,0.0191760043948076
"MO-5","OrthoP_P",NA,NA,7306.17647058824,321775.160715744,567.252290181136
"MO-5","OrthoP_TP",NA,0,0.237232707940167,0.00462179474479868,0.0679837829544567
"MO-5","OrthoP_TP",NA,1,0.237232707940167,0.00103568169462132,0.0321820088655342
"MO-5","Si_TN",NA,0,3.81182188953199,0.0738682263518927,0.271787097471335
"MO-5","Si_TN",NA,1,3.81182188953199,0.0263857316362057,0.162436854304082
"MO-5","SiO2",NA,NA,839054.054054054,2220755079.61523,47124.8881124956
"MO-5","TKN_N",NA,NA,113783.783783784,398061068.483977,19951.467827806
"MO-5","TN_N",NA,NA,238654.054054054,1458811540.36342,38194.3914778522
"MO-5","TN_TP",NA,0,7.37858971834521,0.259033507299415,0.508953344914261
"MO-5","TN_TP",NA,1,7.37858971834521,0.0128736402852937,0.113462065402027
"MO-5","TP_P",NA,NA,34490.2702702703,27876266.4727407,5279.79795756814
"MO-5","TP_Si",NA,0,0.0406367877223426,0.000820663827207145,0.0286472307074723
"MO-5","TP_Si",NA,1,0.0406367877223426,0.000334483472276509,0.0182888893122712
"Ark-Red","NH3_N",NA,NA,4226.94444444444,579895.806538567,761.508901155178
"Ark-Red","NO23_N",NA,NA,31605,46192741.2155315,6796.52420105538
"Ark-Red","NO23_TN",NA,0,0.364183739652095,0.0169448702766885,0.130172463588458
"Ark-Red","NO23_TN",NA,1,0.364183739652095,0.00256232512580317,0.0506194145146225
"Ark-Red","OrthoP_P",NA,NA,4830.68181818182,1284005.78003702,1133.13978839198
"Ark-Red","OrthoP_TP",NA,0,0.436852714805049,0.0187126107906191,0.136794045157745
"Ark-Red","OrthoP_TP",NA,1,0.436852714805049,0.00307112253832559,0.0554177096091637
"Ark-Red","Si_TN",NA,0,6.0141085518799,0.216945509407716,0.465774096969461
"Ark-Red","Si_TN",NA,1,6.0141085518799,0.0204301575513728,0.142934102128823
"Ark-Red","SiO2",NA,NA,536586.206896552,11929109011.3007,109220.460589125
"Ark-Red","TKN_N",NA,NA,51821.6216216216,19153407.7186157,4376.46063830302
"Ark-Red","TN_N",NA,NA,83683.3333333333,116349028.02869,10786.5206637122
"Ark-Red","TN_TP",NA,0,8.38212254435435,0.173097500796686,0.416049877775113
"Ark-Red","TN_TP",NA,1,8.38212254435435,0.0149192146457901,0.122144237055172
"Ark-Red","TP_P",NA,NA,10562.4324324324,1754476.52543273,1324.56654247068
"Ark-Red","TP_Si",NA,0,0.0226706257506259,0.000630811233092192,0.0251159557471379
"Ark-Red","TP_Si",NA,1,0.0226706257506259,8.13580674874617e-05,0.00901987070236939
